"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jan 25 21:38:26 UTC 2026","Sun Jan 25 21:38:44 UTC 2026","17723","tests","test_employee","","","","Создание сотрудника",""
